Gene stable ID,Gene stable ID version,Human gene name,Human gene stable ID,"Human orthology confidence [0 low, 1 high]",Gene name,Source of gene name
ENSMUSG00000021754,ENSMUSG00000021754.18,MAP3K1,ENSG00000095015,1,Map3k1,MGI Symbol
ENSMUSG00000029442,ENSMUSG00000029442.19,CFAP251,ENSG00000158023,1,Wdr66,MGI Symbol
ENSMUSG00000026807,ENSMUSG00000026807.9,AK8,ENSG00000165695,1,Ak8,MGI Symbol
ENSMUSG00000044220,ENSMUSG00000044220.14,NKX2-3,ENSG00000119919,1,Nkx2-3,MGI Symbol
ENSMUSG00000047911,ENSMUSG00000047911.7,NPM2,ENSG00000158806,1,Npm2,MGI Symbol
ENSMUSG00000022307,ENSMUSG00000022307.17,OXR1,ENSG00000164830,1,Oxr1,MGI Symbol
ENSMUSG00000040414,ENSMUSG00000040414.9,SLC25A28,ENSG00000155287,1,Slc25a28,MGI Symbol
ENSMUSG00000040121,ENSMUSG00000040121.6,REP15,ENSG00000174236,1,Rep15,MGI Symbol
ENSMUSG00000110171,ENSMUSG00000110171.3,OR5P2,ENSG00000183303,1,Or5p60,MGI Symbol
ENSMUSG00000108995,ENSMUSG00000108995.2,OR5P2,ENSG00000183303,0,Or5p61,MGI Symbol
ENSMUSG00000040112,ENSMUSG00000040112.10,MRPS35,ENSG00000061794,1,Mrps35,MGI Symbol
ENSMUSG00000096068,ENSMUSG00000096068.2,OR5P2,ENSG00000183303,0,Or5p62,MGI Symbol
ENSMUSG00000036246,ENSMUSG00000036246.15,GMIP,ENSG00000089639,1,Gmip,MGI Symbol
ENSMUSG00000024664,ENSMUSG00000024664.6,FADS3,ENSG00000221968,1,Fads3,MGI Symbol
ENSMUSG00000036339,ENSMUSG00000036339.19,TMEM260,ENSG00000070269,1,Tmem260,MGI Symbol
ENSMUSG00000035666,ENSMUSG00000035666.15,GTF3C4,ENSG00000125484,1,Gtf3c4,MGI Symbol
ENSMUSG00000095929,ENSMUSG00000095929.3,OR5P2,ENSG00000183303,0,Or5p63,MGI Symbol
ENSMUSG00000063849,ENSMUSG00000063849.7,PPCDC,ENSG00000138621,1,Ppcdc,MGI Symbol
ENSMUSG00000034345,ENSMUSG00000034345.15,GTF2H5,ENSG00000272047,1,Gtf2h5,MGI Symbol
ENSMUSG00000096465,ENSMUSG00000096465.4,OR5P2,ENSG00000183303,0,Or5p64,MGI Symbol
ENSMUSG00000029563,ENSMUSG00000029563.17,FOXP2,ENSG00000128573,1,Foxp2,MGI Symbol
ENSMUSG00000049985,ENSMUSG00000049985.16,ANKRD55,ENSG00000164512,1,Ankrd55,MGI Symbol
ENSMUSG00000044949,ENSMUSG00000044949.5,UBTD2,ENSG00000168246,1,Ubtd2,MGI Symbol
ENSMUSG00000047407,ENSMUSG00000047407.18,TGIF1,ENSG00000177426,1,Tgif1,MGI Symbol
ENSMUSG00000044056,ENSMUSG00000044056.4,EFCAB9,ENSG00000214360,1,Efcab9,MGI Symbol
ENSMUSG00000029438,ENSMUSG00000029438.10,BCL7A,ENSG00000110987,1,Bcl7a,MGI Symbol
ENSMUSG00000020272,ENSMUSG00000020272.9,STK10,ENSG00000072786,1,Stk10,MGI Symbol
ENSMUSG00000109884,ENSMUSG00000109884.4,OR5P2,ENSG00000183303,0,Or5p66,MGI Symbol
ENSMUSG00000026806,ENSMUSG00000026806.16,DDX31,ENSG00000125485,1,Ddx31,MGI Symbol
ENSMUSG00000043398,ENSMUSG00000043398.6,GPR135,ENSG00000181619,1,Gpr135,MGI Symbol
ENSMUSG00000066500,ENSMUSG00000066500.6,IZUMO2,ENSG00000161652,1,Izumo2,MGI Symbol
ENSMUSG00000019718,ENSMUSG00000019718.9,L3HYPDH,ENSG00000126790,1,L3hypdh,MGI Symbol
ENSMUSG00000052949,ENSMUSG00000052949.15,RNF157,ENSG00000141576,1,Rnf157,MGI Symbol
ENSMUSG00000027878,ENSMUSG00000027878.12,NOTCH2,ENSG00000134250,1,Notch2,MGI Symbol
ENSMUSG00000041771,ENSMUSG00000041771.15,SLC24A4,ENSG00000140090,1,Slc24a4,MGI Symbol
ENSMUSG00000065191,ENSMUSG00000065191.4,RNU1-105P,ENSG00000200340,0,Gm23458,MGI Symbol
ENSMUSG00000025192,ENSMUSG00000025192.14,ENTPD7,ENSG00000198018,1,Entpd7,MGI Symbol
ENSMUSG00000109497,ENSMUSG00000109497.2,OR5P2,ENSG00000183303,0,Or5p67,MGI Symbol
ENSMUSG00000036636,ENSMUSG00000036636.11,CLCN7,ENSG00000103249,1,Clcn7,MGI Symbol
ENSMUSG00000093980,ENSMUSG00000093980.2,OR5P2,ENSG00000183303,0,Or5p68,MGI Symbol
ENSMUSG00000088689,ENSMUSG00000088689.3,,ENSG00000252139,1,Scarna17,MGI Symbol
ENSMUSG00000109631,ENSMUSG00000109631.2,OR5P2,ENSG00000183303,0,Or5p69,MGI Symbol
ENSMUSG00000036880,ENSMUSG00000036880.11,ACAA2,ENSG00000167315,1,Acaa2,MGI Symbol
ENSMUSG00000034780,ENSMUSG00000034780.7,B3GALT1,ENSG00000172318,1,B3galt1,MGI Symbol
ENSMUSG00000110253,ENSMUSG00000110253.3,OR5P2,ENSG00000183303,0,Or5p70,MGI Symbol
ENSMUSG00000040722,ENSMUSG00000040722.8,SCAMP5,ENSG00000198794,1,Scamp5,MGI Symbol
ENSMUSG00000026805,ENSMUSG00000026805.15,BARHL1,ENSG00000125492,1,Barhl1,MGI Symbol
ENSMUSG00000079531,ENSMUSG00000079531.2,PWWP4,ENSG00000278803,0,Pwwp4d,MGI Symbol
ENSMUSG00002075900,ENSMUSG00002075900.1,,ENSG00000199571,0,Gm54889,MGI Symbol
ENSMUSG00000043468,ENSMUSG00000043468.5,ADAM30,ENSG00000134249,1,Adam30,MGI Symbol
ENSMUSG00000053846,ENSMUSG00000053846.6,LIPG,ENSG00000101670,1,Lipg,MGI Symbol
ENSMUSG00000027876,ENSMUSG00000027876.5,REG4,ENSG00000134193,1,Reg4,MGI Symbol
ENSMUSG00000038991,ENSMUSG00000038991.18,TXNDC5,ENSG00000239264,1,Txndc5,MGI Symbol
ENSMUSG00000024665,ENSMUSG00000024665.9,FADS2,ENSG00000134824,1,Fads2,MGI Symbol
ENSMUSG00000072944,ENSMUSG00000072944.12,NUP62CL,ENSG00000198088,0,Nup62cl,MGI Symbol
ENSMUSG00000028896,ENSMUSG00000028896.14,RCC1,ENSG00000180198,1,Rcc1,MGI Symbol
ENSMUSG00000095239,ENSMUSG00000095239.5,OR5P2,ENSG00000183303,0,Or5p72,MGI Symbol
ENSMUSG00000079502,ENSMUSG00000079502.9,CFAP77,ENSG00000188523,1,Cfap77,MGI Symbol
ENSMUSG00000027750,ENSMUSG00000027750.17,POSTN,ENSG00000133110,1,Postn,MGI Symbol
ENSMUSG00000066756,ENSMUSG00000066756.6,IGFL4,ENSG00000204869,0,Igfl3,MGI Symbol
ENSMUSG00000031861,ENSMUSG00000031861.17,LPAR2,ENSG00000064547,1,Lpar2,MGI Symbol
ENSMUSG00000062309,ENSMUSG00000062309.9,RPP25,ENSG00000178718,1,Rpp25,MGI Symbol
ENSMUSG00000079427,ENSMUSG00000079427.11,MTHFS,ENSG00000136371,0,Mthfsl,MGI Symbol
ENSMUSG00000054005,ENSMUSG00000054005.5,MICB,ENSG00000204516,0,Mill1,MGI Symbol
ENSMUSG00000054005,ENSMUSG00000054005.5,MICA,ENSG00000204520,0,Mill1,MGI Symbol
ENSMUSG00000031860,ENSMUSG00000031860.18,PBX4,ENSG00000105717,1,Pbx4,MGI Symbol
ENSMUSG00000005580,ENSMUSG00000005580.12,ADCY9,ENSG00000162104,1,Adcy9,MGI Symbol
ENSMUSG00000000088,ENSMUSG00000000088.8,COX5A,ENSG00000178741,1,Cox5a,MGI Symbol
ENSMUSG00000070509,ENSMUSG00000070509.16,RGMA,ENSG00000182175,1,Rgma,MGI Symbol
ENSMUSG00000062646,ENSMUSG00000062646.13,GANC,ENSG00000214013,1,Ganc,MGI Symbol
ENSMUSG00000064871,ENSMUSG00000064871.3,SNORD58B,ENSG00000271982,1,Snord58b,MGI Symbol
ENSMUSG00000064647,ENSMUSG00000064647.3,SNORD58A,ENSG00000206602,1,Gm23301,MGI Symbol
ENSMUSG00000036299,ENSMUSG00000036299.6,C18orf32,ENSG00000177576,1,BC031181,MGI Symbol
ENSMUSG00000042433,ENSMUSG00000042433.3,DNAAF6,ENSG00000080572,1,Dnaaf6b,MGI Symbol
ENSMUSG00000035765,ENSMUSG00000035765.11,DYM,ENSG00000141627,1,Dym,MGI Symbol
ENSMUSG00000040018,ENSMUSG00000040018.10,COX15,ENSG00000014919,1,Cox15,MGI Symbol
ENSMUSG00000040111,ENSMUSG00000040111.18,GRAMD1B,ENSG00000023171,1,Gramd1b,MGI Symbol
ENSMUSG00000062168,ENSMUSG00000062168.13,PPEF1,ENSG00000086717,1,Ppef1,MGI Symbol
ENSMUSG00000022843,ENSMUSG00000022843.18,CLCN2,ENSG00000114859,1,Clcn2,MGI Symbol
ENSMUSG00000105037,ENSMUSG00000105037.3,,ENSG00000277492,0,Gm25203,MGI Symbol
ENSMUSG00000105037,ENSMUSG00000105037.3,,ENSG00000199927,0,Gm25203,MGI Symbol
ENSMUSG00000044006,ENSMUSG00000044006.9,CILP2,ENSG00000160161,1,Cilp2,MGI Symbol
ENSMUSG00000005078,ENSMUSG00000005078.17,JKAMP,ENSG00000050130,1,Jkamp,MGI Symbol
ENSMUSG00000048967,ENSMUSG00000048967.17,YJEFN3,ENSG00000250067,1,Yjefn3,MGI Symbol
ENSMUSG00000010663,ENSMUSG00000010663.6,FADS1,ENSG00000149485,1,Fads1,MGI Symbol
ENSMUSG00000036199,ENSMUSG00000036199.10,NDUFA13,ENSG00000186010,1,Ndufa13,MGI Symbol
ENSMUSG00000058244,ENSMUSG00000058244.5,OR5P2,ENSG00000183303,0,Or5p78,MGI Symbol
ENSMUSG00000061000,ENSMUSG00000061000.2,OR5P2,ENSG00000183303,0,Or5p79,MGI Symbol
ENSMUSG00000031293,ENSMUSG00000031293.14,RS1,ENSG00000102104,1,Rs1,MGI Symbol
ENSMUSG00000063764,ENSMUSG00000063764.3,OR5P3,ENSG00000182334,1,Or5p80,MGI Symbol
ENSMUSG00000047654,ENSMUSG00000047654.7,TSSK6,ENSG00000178093,1,Tssk6,MGI Symbol
ENSMUSG00000050628,ENSMUSG00000050628.7,UBALD2,ENSG00000185262,1,Ubald2,MGI Symbol
ENSMUSG00000031661,ENSMUSG00000031661.13,NKD1,ENSG00000140807,1,Nkd1,MGI Symbol
ENSMUSG00000048012,ENSMUSG00000048012.20,ZNF473,ENSG00000142528,0,Zfp473,MGI Symbol
ENSMUSG00000021848,ENSMUSG00000021848.17,OTX2,ENSG00000165588,1,Otx2,MGI Symbol
ENSMUSG00000017291,ENSMUSG00000017291.14,TAOK1,ENSG00000160551,1,Taok1,MGI Symbol
ENSMUSG00000042425,ENSMUSG00000042425.19,FRMPD3,ENSG00000147234,1,Frmpd3,MGI Symbol
ENSMUSG00000021086,ENSMUSG00000021086.6,CCDC175,ENSG00000151838,0,Ccdc175,MGI Symbol
ENSMUSG00000059343,ENSMUSG00000059343.5,ALDOA,ENSG00000149925,0,Aldoart1,MGI Symbol
ENSMUSG00000025193,ENSMUSG00000025193.15,CUTC,ENSG00000119929,1,Cutc,MGI Symbol
ENSMUSG00000044456,ENSMUSG00000044456.17,RIN3,ENSG00000100599,1,Rin3,MGI Symbol
ENSMUSG00000032750,ENSMUSG00000032750.14,GAB3,ENSG00000160219,1,Gab3,MGI Symbol
ENSMUSG00000052928,ENSMUSG00000052928.10,CTIF,ENSG00000134030,1,Ctif,MGI Symbol
ENSMUSG00000031662,ENSMUSG00000031662.9,SNX20,ENSG00000167208,1,Snx20,MGI Symbol
ENSMUSG00000072662,ENSMUSG00000072662.3,MANSC4,ENSG00000205693,1,Mansc4,MGI Symbol
ENSMUSG00000034868,ENSMUSG00000034868.10,MYL12B,ENSG00000118680,1,Myl12b,MGI Symbol
ENSMUSG00000036180,ENSMUSG00000036180.16,GATAD2A,ENSG00000167491,1,Gatad2a,MGI Symbol
ENSMUSG00000040102,ENSMUSG00000040102.11,KLHL42,ENSG00000087448,1,Klhl42,MGI Symbol
ENSMUSG00000044646,ENSMUSG00000044646.16,ZBTB7C,ENSG00000184828,1,Zbtb7c,MGI Symbol
ENSMUSG00000024742,ENSMUSG00000024742.16,FEN1,ENSG00000168496,1,Fen1,MGI Symbol
ENSMUSG00000026803,ENSMUSG00000026803.18,TTF1,ENSG00000125482,0,Ttf1,MGI Symbol
ENSMUSG00000048776,ENSMUSG00000048776.9,PTHLH,ENSG00000087494,1,Pthlh,MGI Symbol
ENSMUSG00000034377,ENSMUSG00000034377.11,TULP4,ENSG00000130338,1,Tulp4,MGI Symbol
ENSMUSG00000024563,ENSMUSG00000024563.17,SMAD2,ENSG00000175387,1,Smad2,MGI Symbol
ENSMUSG00000020917,ENSMUSG00000020917.18,ACLY,ENSG00000131473,1,Acly,MGI Symbol
ENSMUSG00000096209,ENSMUSG00000096209.5,OR5P2,ENSG00000183303,0,Or5p81,MGI Symbol
ENSMUSG00000036372,ENSMUSG00000036372.15,TMEM258,ENSG00000134825,1,Tmem258,MGI Symbol
ENSMUSG00000041390,ENSMUSG00000041390.19,MDFIC,ENSG00000135272,1,Mdfic,MGI Symbol
ENSMUSG00000066043,ENSMUSG00000066043.14,PHACTR4,ENSG00000204138,1,Phactr4,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1054P,ENSG00000223225,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-912P,ENSG00000200670,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-791P,ENSG00000222399,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-177P,ENSG00000223189,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-747P,ENSG00000212230,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-785P,ENSG00000223256,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,U6,ENSG00000278757,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1052P,ENSG00000223330,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1217P,ENSG00000223208,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1319P,ENSG00000212157,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1254P,ENSG00000212568,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1100P,ENSG00000222623,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-863P,ENSG00000251798,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1199P,ENSG00000223181,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-447P,ENSG00000222225,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-860P,ENSG00000222792,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-705P,ENSG00000222533,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-355P,ENSG00000222359,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,U6,ENSG00000277613,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-719P,ENSG00000252480,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1118P,ENSG00000222314,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-1076P,ENSG00000222329,0,Gm26062,MGI Symbol
ENSMUSG00000119780,ENSMUSG00000119780.1,RNU6-241P,ENSG00000212450,0,Gm26062,MGI Symbol
ENSMUSG00000093117,ENSMUSG00000093117.3,RNU6-1245P,ENSG00000223062,0,Gm22699,MGI Symbol
ENSMUSG00000056946,ENSMUSG00000056946.5,OR10A6,ENSG00000279000,0,Or10a3m,MGI Symbol
ENSMUSG00000056946,ENSMUSG00000056946.5,OR10A3,ENSG00000170683,0,Or10a3m,MGI Symbol
ENSMUSG00000036095,ENSMUSG00000036095.12,DGKB,ENSG00000136267,1,Dgkb,MGI Symbol
ENSMUSG00000027030,ENSMUSG00000027030.16,STK39,ENSG00000198648,1,Stk39,MGI Symbol
ENSMUSG00000061244,ENSMUSG00000061244.15,EXOC5,ENSG00000070367,1,Exoc5,MGI Symbol
ENSMUSG00000031431,ENSMUSG00000031431.14,TSC22D3,ENSG00000157514,1,Tsc22d3,MGI Symbol
ENSMUSG00000025194,ENSMUSG00000025194.6,ABCC2,ENSG00000023839,1,Abcc2,MGI Symbol
ENSMUSG00000066241,ENSMUSG00000066241.3,OR10A6,ENSG00000279000,0,Or10a48,MGI Symbol
ENSMUSG00000066241,ENSMUSG00000066241.3,OR10A3,ENSG00000170683,0,Or10a48,MGI Symbol
ENSMUSG00000022519,ENSMUSG00000022519.15,SRL,ENSG00000185739,0,Srl,MGI Symbol
ENSMUSG00000062434,ENSMUSG00000062434.3,OR10A6,ENSG00000279000,0,Or10a3b,MGI Symbol
ENSMUSG00000062434,ENSMUSG00000062434.3,OR10A3,ENSG00000170683,0,Or10a3b,MGI Symbol
ENSMUSG00000066240,ENSMUSG00000066240.4,OR10A6,ENSG00000279000,1,Or10a49,MGI Symbol
ENSMUSG00000066240,ENSMUSG00000066240.4,OR10A3,ENSG00000170683,0,Or10a49,MGI Symbol
ENSMUSG00000059866,ENSMUSG00000059866.14,TNIP2,ENSG00000168884,1,Tnip2,MGI Symbol
ENSMUSG00002076100,ENSMUSG00002076100.1,RN7SKP57,ENSG00000253057,0,Gm54931,MGI Symbol
ENSMUSG00000030301,ENSMUSG00000030301.18,CCDC91,ENSG00000123106,1,Ccdc91,MGI Symbol
ENSMUSG00000031403,ENSMUSG00000031403.15,DKC1,ENSG00000130826,1,Dkc1,MGI Symbol
ENSMUSG00000059562,ENSMUSG00000059562.15,CCDC154,ENSG00000197599,1,Ccdc154,MGI Symbol
ENSMUSG00000021018,ENSMUSG00000021018.9,POLR2H,ENSG00000163882,1,Polr2h,MGI Symbol
ENSMUSG00000046431,ENSMUSG00000046431.3,OR10A6,ENSG00000279000,0,Or10a3,MGI Symbol
ENSMUSG00000046431,ENSMUSG00000046431.3,OR10A3,ENSG00000170683,1,Or10a3,MGI Symbol
ENSMUSG00000066239,ENSMUSG00000066239.3,OR10A6,ENSG00000279000,0,Or10a3n,MGI Symbol
ENSMUSG00000066239,ENSMUSG00000066239.3,OR10A3,ENSG00000170683,0,Or10a3n,MGI Symbol
ENSMUSG00000022100,ENSMUSG00000022100.15,XPO7,ENSG00000130227,1,Xpo7,MGI Symbol
ENSMUSG00000049709,ENSMUSG00000049709.5,NLRP10,ENSG00000182261,1,Nlrp10,MGI Symbol
ENSMUSG00000055994,ENSMUSG00000055994.16,NOD2,ENSG00000167207,1,Nod2,MGI Symbol
ENSMUSG00000027875,ENSMUSG00000027875.13,HMGCS2,ENSG00000134240,1,Hmgcs2,MGI Symbol
ENSMUSG00000005718,ENSMUSG00000005718.9,TFAP4,ENSG00000090447,1,Tfap4,MGI Symbol
ENSMUSG00000011831,ENSMUSG00000011831.17,EVI5,ENSG00000067208,1,Evi5,MGI Symbol
ENSMUSG00000021147,ENSMUSG00000021147.18,WDR37,ENSG00000047056,1,Wdr37,MGI Symbol
ENSMUSG00000025195,ENSMUSG00000025195.10,DNMBP,ENSG00000107554,1,Dnmbp,MGI Symbol
ENSMUSG00000032818,ENSMUSG00000032818.17,LOXHD1,ENSG00000167210,1,Loxhd1,MGI Symbol
ENSMUSG00000031029,ENSMUSG00000031029.7,EIF3F,ENSG00000175390,1,Eif3f,MGI Symbol
ENSMUSG00000028018,ENSMUSG00000028018.16,GSTCD,ENSG00000138780,1,Gstcd,MGI Symbol
ENSMUSG00000029553,ENSMUSG00000029553.11,TFEC,ENSG00000105967,1,Tfec,MGI Symbol
ENSMUSG00000014303,ENSMUSG00000014303.14,GLIS2,ENSG00000126603,1,Glis2,MGI Symbol
ENSMUSG00000114245,ENSMUSG00000114245.2,PERCC1,ENSG00000284395,1,Percc1,MGI Symbol
ENSMUSG00000067722,ENSMUSG00000067722.5,UQCC4,ENSG00000174109,1,Uqcc4,MGI Symbol
ENSMUSG00000024048,ENSMUSG00000024048.16,MYL12A,ENSG00000101608,1,Myl12a,MGI Symbol
ENSMUSG00000099974,ENSMUSG00000099974.2,BCL2A1,ENSG00000140379,0,Bcl2a1d,MGI Symbol
ENSMUSG00000014301,ENSMUSG00000014301.14,PAM16,ENSG00000217930,1,Pam16,MGI Symbol
ENSMUSG00000002205,ENSMUSG00000002205.17,VRK3,ENSG00000105053,1,Vrk3,MGI Symbol
ENSMUSG00000037857,ENSMUSG00000037857.17,NUFIP2,ENSG00000108256,1,Nufip2,MGI Symbol
ENSMUSG00000043535,ENSMUSG00000043535.14,SETX,ENSG00000107290,1,Setx,MGI Symbol
ENSMUSG00000032305,ENSMUSG00000032305.16,FAM219B,ENSG00000178761,1,Fam219b,MGI Symbol
ENSMUSG00000022847,ENSMUSG00000022847.16,THPO,ENSG00000090534,1,Thpo,MGI Symbol
ENSMUSG00000029822,ENSMUSG00000029822.16,OSBPL3,ENSG00000070882,1,Osbpl3,MGI Symbol
ENSMUSG00000000266,ENSMUSG00000000266.12,MID2,ENSG00000080561,1,Mid2,MGI Symbol
ENSMUSG00000070331,ENSMUSG00000070331.15,QRICH2,ENSG00000129646,0,Qrich2,MGI Symbol
ENSMUSG00000067399,ENSMUSG00000067399.11,TRIM43,ENSG00000144015,0,Trim43c,MGI Symbol
ENSMUSG00000067399,ENSMUSG00000067399.11,TRIM43B,ENSG00000144010,0,Trim43c,MGI Symbol
ENSMUSG00000031858,ENSMUSG00000031858.17,MAU2,ENSG00000129933,1,Mau2,MGI Symbol
ENSMUSG00000064739,ENSMUSG00000064739.3,RNU6-366P,ENSG00000201097,0,Gm23055,MGI Symbol
ENSMUSG00000039713,ENSMUSG00000039713.18,PLEKHG5,ENSG00000171680,1,Plekhg5,MGI Symbol
ENSMUSG00000001416,ENSMUSG00000001416.14,CCT3,ENSG00000163468,1,Cct3,MGI Symbol
ENSMUSG00000021087,ENSMUSG00000021087.19,RTN1,ENSG00000139970,1,Rtn1,MGI Symbol
ENSMUSG00000038141,ENSMUSG00000038141.12,TMEM181,ENSG00000146433,1,Tmem181a,MGI Symbol
ENSMUSG00000031922,ENSMUSG00000031922.13,CEP57,ENSG00000166037,1,Cep57,MGI Symbol
ENSMUSG00000039637,ENSMUSG00000039637.16,CORO7,ENSG00000262246,1,Coro7,MGI Symbol
ENSMUSG00000000724,ENSMUSG00000000724.11,CRYBA1,ENSG00000108255,1,Cryba1,MGI Symbol
ENSMUSG00000089437,ENSMUSG00000089437.3,RNU6-1308P,ENSG00000252626,0,Gm23199,MGI Symbol
ENSMUSG00000089437,ENSMUSG00000089437.3,RNU6-1174P,ENSG00000253087,0,Gm23199,MGI Symbol
ENSMUSG00000089437,ENSMUSG00000089437.3,RNU6-1109P,ENSG00000212489,0,Gm23199,MGI Symbol
ENSMUSG00000042895,ENSMUSG00000042895.7,ABRA,ENSG00000174429,1,Abra,MGI Symbol
ENSMUSG00000031292,ENSMUSG00000031292.15,CDKL5,ENSG00000008086,1,Cdkl5,MGI Symbol
ENSMUSG00000036098,ENSMUSG00000036098.16,MYRF,ENSG00000124920,1,Myrf,MGI Symbol
ENSMUSG00000020271,ENSMUSG00000020271.18,FBXW11,ENSG00000072803,1,Fbxw11,MGI Symbol
ENSMUSG00000022309,ENSMUSG00000022309.10,ANGPT1,ENSG00000154188,1,Angpt1,MGI Symbol
ENSMUSG00000019893,ENSMUSG00000019893.14,ROS1,ENSG00000047936,1,Ros1,MGI Symbol
ENSMUSG00000002297,ENSMUSG00000002297.17,DBF4,ENSG00000006634,1,Dbf4,MGI Symbol
ENSMUSG00000051920,ENSMUSG00000051920.8,RSPO2,ENSG00000147655,1,Rspo2,MGI Symbol
ENSMUSG00000092074,ENSMUSG00000092074.3,DYNLT1,ENSG00000146425,1,Dynlt1a,MGI Symbol
ENSMUSG00000021090,ENSMUSG00000021090.17,LRRC9,ENSG00000131951,1,Lrrc9,MGI Symbol
ENSMUSG00000022336,ENSMUSG00000022336.4,EIF3E,ENSG00000104408,1,Eif3e,MGI Symbol
ENSMUSG00000015127,ENSMUSG00000015127.15,UNKL,ENSG00000059145,1,Unkl,MGI Symbol
ENSMUSG00000038539,ENSMUSG00000038539.16,ATF5,ENSG00000169136,1,Atf5,MGI Symbol
ENSMUSG00000027575,ENSMUSG00000027575.20,ARFGAP1,ENSG00000101199,1,Arfgap1,MGI Symbol
ENSMUSG00000025427,ENSMUSG00000025427.16,RNF165,ENSG00000141622,1,Rnf165,MGI Symbol
ENSMUSG00000022337,ENSMUSG00000022337.8,EMC2,ENSG00000104412,1,Emc2,MGI Symbol
ENSMUSG00000025927,ENSMUSG00000025927.14,TFAP2B,ENSG00000008196,1,Tfap2b,MGI Symbol
ENSMUSG00000078671,ENSMUSG00000078671.12,CHD2,ENSG00000173575,1,Chd2,MGI Symbol
ENSMUSG00000006784,ENSMUSG00000006784.15,ODAD4,ENSG00000204815,1,Odad4,MGI Symbol
ENSMUSG00000039840,ENSMUSG00000039840.9,EPG5,ENSG00000152223,1,Epg5,MGI Symbol
ENSMUSG00000054409,ENSMUSG00000054409.6,TMEM74,ENSG00000164841,1,Tmem74,MGI Symbol
ENSMUSG00000038760,ENSMUSG00000038760.15,TRHR,ENSG00000174417,1,Trhr,MGI Symbol
ENSMUSG00000021756,ENSMUSG00000021756.13,IL6ST,ENSG00000134352,1,Il6st,MGI Symbol
ENSMUSG00000028016,ENSMUSG00000028016.10,INTS12,ENSG00000138785,1,Ints12,MGI Symbol
ENSMUSG00000039646,ENSMUSG00000039646.6,VASN,ENSG00000168140,1,Vasn,MGI Symbol
ENSMUSG00000096255,ENSMUSG00000096255.3,DYNLT1,ENSG00000146425,0,Dynlt1b,MGI Symbol
ENSMUSG00000006958,ENSMUSG00000006958.15,CHRD,ENSG00000090539,1,Chrd,MGI Symbol
ENSMUSG00000035521,ENSMUSG00000035521.14,GNPTG,ENSG00000090581,1,Gnptg,MGI Symbol
ENSMUSG00000053398,ENSMUSG00000053398.12,PHGDH,ENSG00000092621,1,Phgdh,MGI Symbol
ENSMUSG00000022475,ENSMUSG00000022475.20,HDAC7,ENSG00000061273,1,Hdac7,MGI Symbol
ENSMUSG00000006782,ENSMUSG00000006782.17,CNP,ENSG00000173786,1,Cnp,MGI Symbol
ENSMUSG00000055691,ENSMUSG00000055691.6,GJA1,ENSG00000152661,0,Gja6,MGI Symbol
ENSMUSG00000033544,ENSMUSG00000033544.7,ANGPTL1,ENSG00000116194,1,Angptl1,MGI Symbol
ENSMUSG00000067860,ENSMUSG00000067860.12,ZIC3,ENSG00000156925,1,Zic3,MGI Symbol
ENSMUSG00000063694,ENSMUSG00000063694.6,CYCS,ENSG00000172115,1,Cycs,MGI Symbol
ENSMUSG00000020270,ENSMUSG00000020270.10,SMIM23,ENSG00000185662,0,Smim23,MGI Symbol
ENSMUSG00000022102,ENSMUSG00000022102.14,DOK2,ENSG00000147443,1,Dok2,MGI Symbol
